DBN,School Name,Grade Level,Program Type,Department,Subject,Number of Students,Number of Classes,Average Class Size
17K600,CLARA BARTON HIGH SCHOOL,HS Core,Gen Ed,Math,HS Math Other,17,1,17
17K600,CLARA BARTON HIGH SCHOOL,HS Core,Gen Ed,Science,HS Chemistry,58,3,19.3
17K600,CLARA BARTON HIGH SCHOOL,HS Core,Gen Ed,Science,HS Earth Science,124,4,31
17K600,CLARA BARTON HIGH SCHOOL,HS Core,Gen Ed,Science,HS Living Environment,265,9,29.4
17K600,CLARA BARTON HIGH SCHOOL,HS Core,Gen Ed,Science,HS Other Life Science,147,6,24.5
17K600,CLARA BARTON HIGH SCHOOL,HS Core,Gen Ed,Science,HS Other Science,239,8,29.9
17K600,CLARA BARTON HIGH SCHOOL,HS Core,Gen Ed,Science,HS Physics,34,1,34
17K600,CLARA BARTON HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Global History,533,19,28.1
17K600,CLARA BARTON HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Government,217,7,31
17K600,CLARA BARTON HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Social Studies Other,14,1,14
17K600,CLARA BARTON HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS US History,153,5,30.6
17K600,CLARA BARTON HIGH SCHOOL,HS Core,ICT,English,HS English 09,184,6,30.7
17K600,CLARA BARTON HIGH SCHOOL,HS Core,ICT,English,HS English 10,86,3,28.7
17K600,CLARA BARTON HIGH SCHOOL,HS Core,ICT,English,HS English 11,150,5,30
17K600,CLARA BARTON HIGH SCHOOL,HS Core,ICT,English,HS English 12,60,2,30
17K600,CLARA BARTON HIGH SCHOOL,HS Core,ICT,English,HS English Other,65,4,16.3
17K600,CLARA BARTON HIGH SCHOOL,HS Core,ICT,Math,HS Algebra I,398,15,26.5
17K600,CLARA BARTON HIGH SCHOOL,HS Core,ICT,Math,HS Geometry,147,5,29.4
17K600,CLARA BARTON HIGH SCHOOL,HS Core,ICT,Math,HS Math Other,68,3,22.7
17K600,CLARA BARTON HIGH SCHOOL,HS Core,ICT,Science,HS Earth Science,54,2,27
17K600,CLARA BARTON HIGH SCHOOL,HS Core,ICT,Science,HS Living Environment,191,7,27.3
17K600,CLARA BARTON HIGH SCHOOL,HS Core,ICT,Science,HS Other Life Science,119,4,29.8
17K600,CLARA BARTON HIGH SCHOOL,HS Core,ICT,Social Studies,HS Global History,405,13,31.2
17K600,CLARA BARTON HIGH SCHOOL,HS Core,ICT,Social Studies,HS Government,34,1,34
17K600,CLARA BARTON HIGH SCHOOL,HS Core,ICT,Social Studies,HS US History,110,4,27.5
17K600,CLARA BARTON HIGH SCHOOL,HS Core,SC,English,HS English 12,19,2,9.5
17K600,CLARA BARTON HIGH SCHOOL,HS Core,SC,Math,HS Geometry,12,1,12
17K600,CLARA BARTON HIGH SCHOOL,HS Core,SC,Math,HS Math Other,12,1,12
17K600,CLARA BARTON HIGH SCHOOL,HS Core,SC,Science,HS Other Science,32,3,10.7
17K600,CLARA BARTON HIGH SCHOOL,HS Core,SC,Social Studies,HS Government,10,1,10
17K600,CLARA BARTON HIGH SCHOOL,HS Core,SC,Social Studies,HS Social Studies Other,35,3,11.7
17K745,BROOKLYN INSTITUTE FOR LIBERAL ARTS,HS Core,Gen Ed,English,HS English 09,69,3,23
17K745,BROOKLYN INSTITUTE FOR LIBERAL ARTS,HS Core,Gen Ed,English,HS English 10,55,3,18.3
17K745,BROOKLYN INSTITUTE FOR LIBERAL ARTS,HS Core,Gen Ed,English,HS English 11,47,2,23.5
17K745,BROOKLYN INSTITUTE FOR LIBERAL ARTS,HS Core,Gen Ed,English,HS English Other,224,11,20.4
17K745,BROOKLYN INSTITUTE FOR LIBERAL ARTS,HS Core,Gen Ed,Math,HS Algebra I,71,3,23.7
17K745,BROOKLYN INSTITUTE FOR LIBERAL ARTS,HS Core,Gen Ed,Math,HS Algebra II,36,2,18
17K745,BROOKLYN INSTITUTE FOR LIBERAL ARTS,HS Core,Gen Ed,Math,HS Geometry,53,3,17.7
17K745,BROOKLYN INSTITUTE FOR LIBERAL ARTS,HS Core,Gen Ed,Math,HS Math Other,115,5,23
17K745,BROOKLYN INSTITUTE FOR LIBERAL ARTS,HS Core,Gen Ed,Science,HS Chemistry,70,3,23.3
17K745,BROOKLYN INSTITUTE FOR LIBERAL ARTS,HS Core,Gen Ed,Science,HS Living Environment,56,3,18.7
17K745,BROOKLYN INSTITUTE FOR LIBERAL ARTS,HS Core,Gen Ed,Science,HS Other Life Science,38,2,19
17K745,BROOKLYN INSTITUTE FOR LIBERAL ARTS,HS Core,Gen Ed,Social Studies,HS Economics,81,4,20.3
17K745,BROOKLYN INSTITUTE FOR LIBERAL ARTS,HS Core,Gen Ed,Social Studies,HS Global History,133,7,19
17K745,BROOKLYN INSTITUTE FOR LIBERAL ARTS,HS Core,Gen Ed,Social Studies,HS Government,48,2,24
17K745,BROOKLYN INSTITUTE FOR LIBERAL ARTS,HS Core,Gen Ed,Social Studies,HS US History,96,4,24
17K745,BROOKLYN INSTITUTE FOR LIBERAL ARTS,HS Core,ICT,English,HS English 09,26,1,26
17K745,BROOKLYN INSTITUTE FOR LIBERAL ARTS,HS Core,ICT,English,HS English 10,23,1,23
17K745,BROOKLYN INSTITUTE FOR LIBERAL ARTS,HS Core,ICT,English,HS English 11,25,1,25
17K745,BROOKLYN INSTITUTE FOR LIBERAL ARTS,HS Core,ICT,English,HS English Other,85,4,21.3
17K745,BROOKLYN INSTITUTE FOR LIBERAL ARTS,HS Core,ICT,Math,HS Algebra I,27,1,27
17K745,BROOKLYN INSTITUTE FOR LIBERAL ARTS,HS Core,ICT,Math,HS Geometry,23,1,23
17K745,BROOKLYN INSTITUTE FOR LIBERAL ARTS,HS Core,ICT,Math,HS Math Other,47,2,23.5
17K745,BROOKLYN INSTITUTE FOR LIBERAL ARTS,HS Core,ICT,Science,HS Chemistry,25,1,25
17K745,BROOKLYN INSTITUTE FOR LIBERAL ARTS,HS Core,ICT,Science,HS Living Environment,22,1,22
17K745,BROOKLYN INSTITUTE FOR LIBERAL ARTS,HS Core,ICT,Science,HS Other Life Science,48,2,24
17K745,BROOKLYN INSTITUTE FOR LIBERAL ARTS,HS Core,ICT,Social Studies,HS Economics,19,1,19
17K745,BROOKLYN INSTITUTE FOR LIBERAL ARTS,HS Core,ICT,Social Studies,HS Global History,44,2,22
17K745,BROOKLYN INSTITUTE FOR LIBERAL ARTS,HS Core,ICT,Social Studies,HS Government,30,1,30
17K745,BROOKLYN INSTITUTE FOR LIBERAL ARTS,HS Core,ICT,Social Studies,HS US History,30,1,30
17K751,ACADEMY FOR HEALTH CAREERS,HS Core,Gen Ed,English,HS English 09,65,3,21.7
17K751,ACADEMY FOR HEALTH CAREERS,HS Core,Gen Ed,English,HS English 10,76,3,25.3
17K751,ACADEMY FOR HEALTH CAREERS,HS Core,Gen Ed,English,HS English 11,55,3,18.3
17K751,ACADEMY FOR HEALTH CAREERS,HS Core,Gen Ed,English,HS English 12,43,2,21.5
17K751,ACADEMY FOR HEALTH CAREERS,HS Core,Gen Ed,Math,HS Algebra I,135,6,22.5
17K751,ACADEMY FOR HEALTH CAREERS,HS Core,Gen Ed,Math,HS Algebra II,59,3,19.7
17K751,ACADEMY FOR HEALTH CAREERS,HS Core,Gen Ed,Math,HS Geometry,46,2,23
17K751,ACADEMY FOR HEALTH CAREERS,HS Core,Gen Ed,Science,HS Chemistry,59,3,19.7
17K751,ACADEMY FOR HEALTH CAREERS,HS Core,Gen Ed,Science,HS Living Environment,71,3,23.7
17K751,ACADEMY FOR HEALTH CAREERS,HS Core,Gen Ed,Science,HS Other Life Science,38,2,19
17K751,ACADEMY FOR HEALTH CAREERS,HS Core,Gen Ed,Science,HS Other Science,75,3,25
17K751,ACADEMY FOR HEALTH CAREERS,HS Core,Gen Ed,Social Studies,HS Global History,161,6,26.8
17K751,ACADEMY FOR HEALTH CAREERS,HS Core,Gen Ed,Social Studies,HS Government,39,2,19.5
17K751,ACADEMY FOR HEALTH CAREERS,HS Core,Gen Ed,Social Studies,HS US History,55,3,18.3
17K751,ACADEMY FOR HEALTH CAREERS,HS Core,ICT,English,HS English 09,29,1,29
17K751,ACADEMY FOR HEALTH CAREERS,HS Core,ICT,English,HS English 10,30,1,30
17K751,ACADEMY FOR HEALTH CAREERS,HS Core,ICT,English,HS English 11,31,1,31
17K751,ACADEMY FOR HEALTH CAREERS,HS Core,ICT,English,HS English 12,27,1,27
17K751,ACADEMY FOR HEALTH CAREERS,HS Core,ICT,Math,HS Algebra I,55,2,27.5
17K751,ACADEMY FOR HEALTH CAREERS,HS Core,ICT,Math,HS Algebra II,21,1,21
17K751,ACADEMY FOR HEALTH CAREERS,HS Core,ICT,Math,HS Geometry,24,1,24
17K751,ACADEMY FOR HEALTH CAREERS,HS Core,ICT,Science,HS Chemistry,29,1,29
17K751,ACADEMY FOR HEALTH CAREERS,HS Core,ICT,Science,HS Living Environment,30,1,30
17K751,ACADEMY FOR HEALTH CAREERS,HS Core,ICT,Science,HS Other Life Science,14,1,14
17K751,ACADEMY FOR HEALTH CAREERS,HS Core,ICT,Science,HS Other Science,19,1,19
17K751,ACADEMY FOR HEALTH CAREERS,HS Core,ICT,Social Studies,HS Global History,60,2,30
17K751,ACADEMY FOR HEALTH CAREERS,HS Core,ICT,Social Studies,HS Government,27,1,27
17K751,ACADEMY FOR HEALTH CAREERS,HS Core,ICT,Social Studies,HS Social Studies Other,11,1,11
17K751,ACADEMY FOR HEALTH CAREERS,HS Core,ICT,Social Studies,HS US History,25,1,25
17K751,ACADEMY FOR HEALTH CAREERS,HS Core,SC,English,HS English 09,8,1,8
17K751,ACADEMY FOR HEALTH CAREERS,HS Core,SC,English,HS English 10,6,1,6
17K751,ACADEMY FOR HEALTH CAREERS,HS Core,SC,Math,HS Algebra I,14,2,7
17K751,ACADEMY FOR HEALTH CAREERS,HS Core,SC,Science,HS Living Environment,9,1,9
17K751,ACADEMY FOR HEALTH CAREERS,HS Core,SC,Science,HS Other Science,5,1,5
17K751,ACADEMY FOR HEALTH CAREERS,HS Core,SC,Social Studies,HS Global History,18,2,9
18K068,I.S. 068 ISAAC BILDERSEE,HS Core,Gen Ed,English,HS English Other,12,1,12
19K639,BROOKLYN LAB SCHOOL,HS Core,Gen Ed,English,HS English 12,44,2,22
18K563,IT TAKES A VILLAGE ACADEMY,HS Core,Gen Ed,English,HS English 09,113,6,18.8
18K563,IT TAKES A VILLAGE ACADEMY,HS Core,Gen Ed,English,HS English 10,122,5,24.4
18K563,IT TAKES A VILLAGE ACADEMY,HS Core,Gen Ed,English,HS English 11,109,5,21.8
18K563,IT TAKES A VILLAGE ACADEMY,HS Core,Gen Ed,English,HS English 12,141,6,23.5
18K563,IT TAKES A VILLAGE ACADEMY,HS Core,Gen Ed,English,HS English Other,362,17,21.3
18K563,IT TAKES A VILLAGE ACADEMY,HS Core,Gen Ed,Math,HS Algebra I,128,6,21.3
18K563,IT TAKES A VILLAGE ACADEMY,HS Core,Gen Ed,Math,HS Algebra II,108,5,21.6
18K563,IT TAKES A VILLAGE ACADEMY,HS Core,Gen Ed,Math,HS Geometry,90,4,22.5
18K563,IT TAKES A VILLAGE ACADEMY,HS Core,Gen Ed,Math,HS Math Other,213,9,23.7
18K563,IT TAKES A VILLAGE ACADEMY,HS Core,Gen Ed,Science,HS Chemistry,80,4,20
18K563,IT TAKES A VILLAGE ACADEMY,HS Core,Gen Ed,Science,HS Earth Science,69,3,23
18K563,IT TAKES A VILLAGE ACADEMY,HS Core,Gen Ed,Science,HS Living Environment,106,5,21.2
18K563,IT TAKES A VILLAGE ACADEMY,HS Core,Gen Ed,Science,HS Other Life Science,106,5,21.2
18K563,IT TAKES A VILLAGE ACADEMY,HS Core,Gen Ed,Science,HS Other Science,193,10,19.3
18K563,IT TAKES A VILLAGE ACADEMY,HS Core,Gen Ed,Science,HS Physics,35,2,17.5
18K563,IT TAKES A VILLAGE ACADEMY,HS Core,Gen Ed,Social Studies,HS Global History,207,9,23
18K563,IT TAKES A VILLAGE ACADEMY,HS Core,Gen Ed,Social Studies,HS Government,118,5,23.6
18K563,IT TAKES A VILLAGE ACADEMY,HS Core,Gen Ed,Social Studies,HS Social Studies Other,26,1,26
18K563,IT TAKES A VILLAGE ACADEMY,HS Core,Gen Ed,Social Studies,HS US History,104,5,20.8
18K563,IT TAKES A VILLAGE ACADEMY,HS Core,ICT,English,HS English 09,45,2,22.5
18K563,IT TAKES A VILLAGE ACADEMY,HS Core,ICT,English,HS English 10,58,2,29
18K563,IT TAKES A VILLAGE ACADEMY,HS Core,ICT,English,HS English 11,52,2,26
18K563,IT TAKES A VILLAGE ACADEMY,HS Core,ICT,English,HS English 12,20,1,20
18K563,IT TAKES A VILLAGE ACADEMY,HS Core,ICT,English,HS English Other,151,6,25.2
18K563,IT TAKES A VILLAGE ACADEMY,HS Core,ICT,Math,HS Algebra I,102,4,25.5
18K563,IT TAKES A VILLAGE ACADEMY,HS Core,ICT,Math,HS Geometry,50,2,25
18K563,IT TAKES A VILLAGE ACADEMY,HS Core,ICT,Math,HS Math Other,157,6,26.2
18K563,IT TAKES A VILLAGE ACADEMY,HS Core,ICT,Science,HS Earth Science,153,5,30.6
18K563,IT TAKES A VILLAGE ACADEMY,HS Core,ICT,Science,HS Living Environment,26,1,26
18K563,IT TAKES A VILLAGE ACADEMY,HS Core,ICT,Science,HS Other Life Science,75,3,25
18K563,IT TAKES A VILLAGE ACADEMY,HS Core,ICT,Science,HS Other Science,55,2,27.5
18K563,IT TAKES A VILLAGE ACADEMY,HS Core,ICT,Social Studies,HS Global History,134,5,26.8
18K563,IT TAKES A VILLAGE ACADEMY,HS Core,ICT,Social Studies,HS Government,20,1,20
18K563,IT TAKES A VILLAGE ACADEMY,HS Core,ICT,Social Studies,HS US History,51,2,25.5
18K566,BROOKLYN GENERATION SCHOOL,HS Core,Gen Ed,English,HS English 10,23,2,11.5
18K566,BROOKLYN GENERATION SCHOOL,HS Core,Gen Ed,English,HS English 11,55,3,18.3
18K566,BROOKLYN GENERATION SCHOOL,HS Core,Gen Ed,English,HS English Other,33,3,11
18K566,BROOKLYN GENERATION SCHOOL,HS Core,Gen Ed,Math,HS Algebra I,11,1,11
18K566,BROOKLYN GENERATION SCHOOL,HS Core,Gen Ed,Math,HS Math Other,24,2,12
18K566,BROOKLYN GENERATION SCHOOL,HS Core,Gen Ed,Science,HS Chemistry,52,3,17.3
18K566,BROOKLYN GENERATION SCHOOL,HS Core,Gen Ed,Science,HS Living Environment,10,1,10
18K566,BROOKLYN GENERATION SCHOOL,HS Core,Gen Ed,Science,HS Physics,15,1,15
18K566,BROOKLYN GENERATION SCHOOL,HS Core,Gen Ed,Social Studies,HS Global History,22,2,11
18K566,BROOKLYN GENERATION SCHOOL,HS Core,Gen Ed,Social Studies,HS US History,51,3,17
18K566,BROOKLYN GENERATION SCHOOL,HS Core,ICT,English,HS English 09,77,4,19.3
18K566,BROOKLYN GENERATION SCHOOL,HS Core,ICT,English,HS English 10,17,1,17
18K566,BROOKLYN GENERATION SCHOOL,HS Core,ICT,English,HS English 11,16,1,16
18K566,BROOKLYN GENERATION SCHOOL,HS Core,ICT,English,HS English Other,14,1,14
18K566,BROOKLYN GENERATION SCHOOL,HS Core,ICT,Math,HS Algebra I,93,5,18.6
18K566,BROOKLYN GENERATION SCHOOL,HS Core,ICT,Math,HS Geometry,63,3,21
18K566,BROOKLYN GENERATION SCHOOL,HS Core,ICT,Math,HS Math Other,33,2,16.5
18K566,BROOKLYN GENERATION SCHOOL,HS Core,ICT,Science,HS Living Environment,18,1,18
18K566,BROOKLYN GENERATION SCHOOL,HS Core,ICT,Science,HS Other Science,80,4,20
18K566,BROOKLYN GENERATION SCHOOL,HS Core,ICT,Social Studies,HS Global History,96,5,19.2
18K566,BROOKLYN GENERATION SCHOOL,HS Core,ICT,Social Studies,HS Social Studies Other,10,1,10
18K567,BROOKLYN THEATRE ARTS HIGH SCHOOL,HS Core,Gen Ed,English,HS English 09,62,2,31
18K567,BROOKLYN THEATRE ARTS HIGH SCHOOL,HS Core,Gen Ed,English,HS English 10,56,2,28
18K567,BROOKLYN THEATRE ARTS HIGH SCHOOL,HS Core,Gen Ed,English,HS English 11,41,2,20.5
18K567,BROOKLYN THEATRE ARTS HIGH SCHOOL,HS Core,Gen Ed,English,HS English 12,33,2,16.5
18K567,BROOKLYN THEATRE ARTS HIGH SCHOOL,HS Core,Gen Ed,English,HS English Other,19,1,19
18K567,BROOKLYN THEATRE ARTS HIGH SCHOOL,HS Core,Gen Ed,Math,HS Algebra I,80,3,26.7
18K567,BROOKLYN THEATRE ARTS HIGH SCHOOL,HS Core,Gen Ed,Math,HS Algebra II,40,3,13.3
18K567,BROOKLYN THEATRE ARTS HIGH SCHOOL,HS Core,Gen Ed,Math,HS Geometry,73,3,24.3
18K567,BROOKLYN THEATRE ARTS HIGH SCHOOL,HS Core,Gen Ed,Math,HS Math Other,34,2,17
18K567,BROOKLYN THEATRE ARTS HIGH SCHOOL,HS Core,Gen Ed,Science,HS Chemistry,68,2,34
18K567,BROOKLYN THEATRE ARTS HIGH SCHOOL,HS Core,Gen Ed,Science,HS Living Environment,121,4,30.3
18K567,BROOKLYN THEATRE ARTS HIGH SCHOOL,HS Core,Gen Ed,Science,HS Other Life Science,58,3,19.3
18K567,BROOKLYN THEATRE ARTS HIGH SCHOOL,HS Core,Gen Ed,Science,HS Other Science,95,3,31.7
18K567,BROOKLYN THEATRE ARTS HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Global History,288,10,28.8
18K567,BROOKLYN THEATRE ARTS HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Government,98,4,24.5
18K567,BROOKLYN THEATRE ARTS HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS US History,110,4,27.5
18K567,BROOKLYN THEATRE ARTS HIGH SCHOOL,HS Core,ICT,English,HS English 09,52,2,26
18K567,BROOKLYN THEATRE ARTS HIGH SCHOOL,HS Core,ICT,English,HS English 10,67,2,33.5
18K567,BROOKLYN THEATRE ARTS HIGH SCHOOL,HS Core,ICT,English,HS English 11,59,2,29.5
18K567,BROOKLYN THEATRE ARTS HIGH SCHOOL,HS Core,ICT,Math,HS Algebra I,131,4,32.8
18K567,BROOKLYN THEATRE ARTS HIGH SCHOOL,HS Core,ICT,Math,HS Geometry,33,1,33
18K567,BROOKLYN THEATRE ARTS HIGH SCHOOL,HS Core,ICT,Science,HS Living Environment,32,1,32
18K567,BROOKLYN THEATRE ARTS HIGH SCHOOL,HS Core,ICT,Social Studies,HS Global History,34,1,34
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,HS Core,Gen Ed,English,HS English 09,53,2,26.5
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,HS Core,Gen Ed,English,HS English 10,79,3,26.3
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,HS Core,Gen Ed,English,HS English 11,55,2,27.5
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,HS Core,Gen Ed,English,HS English Other,82,3,27.3
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,HS Core,Gen Ed,Math,HS Algebra I,58,3,19.3
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,HS Core,Gen Ed,Math,HS Algebra II,75,3,25
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,HS Core,Gen Ed,Math,HS Geometry,56,2,28
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,HS Core,Gen Ed,Math,HS Math Other,81,4,20.3
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,HS Core,Gen Ed,Science,HS Chemistry,61,2,30.5
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,HS Core,Gen Ed,Science,HS Earth Science,80,3,26.7
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,HS Core,Gen Ed,Science,HS Living Environment,66,2,33
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,HS Core,Gen Ed,Science,HS Other Life Science,34,1,34
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,HS Core,Gen Ed,Social Studies,HS Global History,166,6,27.7
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,HS Core,Gen Ed,Social Studies,HS Government,51,2,25.5
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,HS Core,Gen Ed,Social Studies,HS Social Studies Other,27,2,13.5
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,HS Core,Gen Ed,Social Studies,HS US History,51,2,25.5
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,HS Core,ICT,English,HS English 09,47,2,23.5
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,HS Core,ICT,English,HS English 10,34,1,34
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,HS Core,ICT,English,HS English 11,21,1,21
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,HS Core,ICT,English,HS English 12,64,2,32
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,HS Core,ICT,Math,HS Algebra I,50,2,25
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,HS Core,ICT,Math,HS Algebra II,28,1,28
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,HS Core,ICT,Math,HS Geometry,57,2,28.5
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,HS Core,ICT,Science,HS Chemistry,33,1,33
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,HS Core,ICT,Science,HS Earth Science,30,1,30
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,HS Core,ICT,Science,HS Living Environment,54,2,27
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,HS Core,ICT,Social Studies,HS Global History,62,2,31
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,HS Core,ICT,Social Studies,HS Government,16,1,16
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,HS Core,ICT,Social Studies,HS US History,34,1,34
18K576,VICTORY COLLEGIATE HIGH SCHOOL,HS Core,Gen Ed,English,HS English 09,56,2,28
18K576,VICTORY COLLEGIATE HIGH SCHOOL,HS Core,Gen Ed,English,HS English 10,62,2,31
18K576,VICTORY COLLEGIATE HIGH SCHOOL,HS Core,Gen Ed,English,HS English 11,21,1,21
18K576,VICTORY COLLEGIATE HIGH SCHOOL,HS Core,Gen Ed,English,HS English Other,43,2,21.5
18K576,VICTORY COLLEGIATE HIGH SCHOOL,HS Core,Gen Ed,Math,HS Algebra I,106,4,26.5
18K576,VICTORY COLLEGIATE HIGH SCHOOL,HS Core,Gen Ed,Math,HS Geometry,25,1,25
18K576,VICTORY COLLEGIATE HIGH SCHOOL,HS Core,Gen Ed,Math,HS Math Other,67,3,22.3
18K576,VICTORY COLLEGIATE HIGH SCHOOL,HS Core,Gen Ed,Science,HS Living Environment,94,3,31.3
18K576,VICTORY COLLEGIATE HIGH SCHOOL,HS Core,Gen Ed,Science,HS Other Life Science,21,1,21
18K576,VICTORY COLLEGIATE HIGH SCHOOL,HS Core,Gen Ed,Science,HS Other Science,48,3,16
18K576,VICTORY COLLEGIATE HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Global History,99,3,33
18K576,VICTORY COLLEGIATE HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Social Studies Other,43,2,21.5
18K576,VICTORY COLLEGIATE HIGH SCHOOL,HS Core,ICT,English,HS English 09,29,1,29
18K576,VICTORY COLLEGIATE HIGH SCHOOL,HS Core,ICT,English,HS English 10,33,1,33
18K576,VICTORY COLLEGIATE HIGH SCHOOL,HS Core,ICT,English,HS English 11,45,2,22.5
18K576,VICTORY COLLEGIATE HIGH SCHOOL,HS Core,ICT,English,HS English 12,42,2,21
18K576,VICTORY COLLEGIATE HIGH SCHOOL,HS Core,ICT,English,HS English Other,19,1,19
18K576,VICTORY COLLEGIATE HIGH SCHOOL,HS Core,ICT,Math,HS Algebra I,88,3,29.3
18K576,VICTORY COLLEGIATE HIGH SCHOOL,HS Core,ICT,Math,HS Geometry,31,1,31
18K576,VICTORY COLLEGIATE HIGH SCHOOL,HS Core,ICT,Math,HS Math Other,57,3,19
18K576,VICTORY COLLEGIATE HIGH SCHOOL,HS Core,ICT,Science,HS Other Life Science,62,2,31
18K576,VICTORY COLLEGIATE HIGH SCHOOL,HS Core,ICT,Social Studies,HS Economics,65,3,21.7
18K576,VICTORY COLLEGIATE HIGH SCHOOL,HS Core,ICT,Social Studies,HS Global History,97,3,32.3
18K576,VICTORY COLLEGIATE HIGH SCHOOL,HS Core,ICT,Social Studies,HS US History,78,3,26
18K578,BROOKLYN BRIDGE ACADEMY,HS Core,Gen Ed,English,HS English 09,23,1,23
18K578,BROOKLYN BRIDGE ACADEMY,HS Core,Gen Ed,English,HS English Other,118,7,16.9
18K578,BROOKLYN BRIDGE ACADEMY,HS Core,Gen Ed,Math,HS Algebra I,32,3,10.7
18K578,BROOKLYN BRIDGE ACADEMY,HS Core,Gen Ed,Math,HS Math Other,59,4,14.8
18K578,BROOKLYN BRIDGE ACADEMY,HS Core,Gen Ed,Science,HS Living Environment,60,4,15
18K578,BROOKLYN BRIDGE ACADEMY,HS Core,Gen Ed,Science,HS Other Life Science,58,2,29
18K578,BROOKLYN BRIDGE ACADEMY,HS Core,Gen Ed,Science,HS Other Science,77,4,19.3
18K578,BROOKLYN BRIDGE ACADEMY,HS Core,Gen Ed,Social Studies,HS Global History,144,9,16
18K578,BROOKLYN BRIDGE ACADEMY,HS Core,Gen Ed,Social Studies,HS Government,21,1,21
18K578,BROOKLYN BRIDGE ACADEMY,HS Core,Gen Ed,Social Studies,HS US History,51,3,17
18K578,BROOKLYN BRIDGE ACADEMY,HS Core,ICT,English,HS English 09,19,1,19
18K578,BROOKLYN BRIDGE ACADEMY,HS Core,ICT,English,HS English Other,48,2,24
18K578,BROOKLYN BRIDGE ACADEMY,HS Core,ICT,Math,HS Math Other,53,2,26.5
18K588,MIDDLE SCHOOL FOR ART AND PHILOSOPHY,HS Core,ICT,Science,HS Earth Science,17,1,17
18K588,MIDDLE SCHOOL FOR ART AND PHILOSOPHY,HS Core,ICT,Science,HS Other Life Science,26,1,26
18K588,MIDDLE SCHOOL FOR ART AND PHILOSOPHY,HS Core,ICT,Science,HS Other Science,12,1,12
18K589,ARTS & MEDIA PREPARATORY ACADEMY,HS Core,Gen Ed,English,HS English 09,39,2,19.5
18K589,ARTS & MEDIA PREPARATORY ACADEMY,HS Core,Gen Ed,English,HS English 10,31,2,15.5
18K589,ARTS & MEDIA PREPARATORY ACADEMY,HS Core,Gen Ed,English,HS English 11,44,3,14.7
18K589,ARTS & MEDIA PREPARATORY ACADEMY,HS Core,Gen Ed,English,HS English 12,45,3,15
18K589,ARTS & MEDIA PREPARATORY ACADEMY,HS Core,Gen Ed,English,HS English Other,12,1,12
18K589,ARTS & MEDIA PREPARATORY ACADEMY,HS Core,Gen Ed,Math,HS Algebra I,62,3,20.7
18K589,ARTS & MEDIA PREPARATORY ACADEMY,HS Core,Gen Ed,Math,HS Geometry,52,3,17.3
18K589,ARTS & MEDIA PREPARATORY ACADEMY,HS Core,Gen Ed,Math,HS Math Other,20,1,20
18K589,ARTS & MEDIA PREPARATORY ACADEMY,HS Core,Gen Ed,Science,HS Chemistry,15,1,15
18K589,ARTS & MEDIA PREPARATORY ACADEMY,HS Core,Gen Ed,Science,HS Living Environment,18,1,18
18K589,ARTS & MEDIA PREPARATORY ACADEMY,HS Core,Gen Ed,Science,HS Other Life Science,28,2,14
