DBN,School Name,Grade Level,Program Type,Department,Subject,Number of Students,Number of Classes,Average Class Size
08X561,BRONX COMPASS HIGH SCHOOL,HS Core,Gen Ed,Math,HS Geometry,27,2,13.5
08X561,BRONX COMPASS HIGH SCHOOL,HS Core,Gen Ed,Science,HS Chemistry,69,3,23
08X561,BRONX COMPASS HIGH SCHOOL,HS Core,Gen Ed,Science,HS Other Science,33,2,16.5
08X561,BRONX COMPASS HIGH SCHOOL,HS Core,Gen Ed,Science,HS Physics,23,1,23
08X561,BRONX COMPASS HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Global History,24,1,24
08X561,BRONX COMPASS HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Government,23,1,23
08X561,BRONX COMPASS HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS US History,30,1,30
08X561,BRONX COMPASS HIGH SCHOOL,HS Core,ICT,English,HS English 09,76,3,25.3
08X561,BRONX COMPASS HIGH SCHOOL,HS Core,ICT,English,HS English 10,120,4,30
08X561,BRONX COMPASS HIGH SCHOOL,HS Core,ICT,English,HS English 12,133,6,22.2
08X561,BRONX COMPASS HIGH SCHOOL,HS Core,ICT,English,HS English Other,55,3,18.3
08X561,BRONX COMPASS HIGH SCHOOL,HS Core,ICT,Math,HS Algebra I,276,12,23
08X561,BRONX COMPASS HIGH SCHOOL,HS Core,ICT,Math,HS Geometry,134,6,22.3
08X561,BRONX COMPASS HIGH SCHOOL,HS Core,ICT,Science,HS Earth Science,30,2,15
08X561,BRONX COMPASS HIGH SCHOOL,HS Core,ICT,Science,HS Living Environment,135,7,19.3
08X561,BRONX COMPASS HIGH SCHOOL,HS Core,ICT,Science,HS Other Science,74,3,24.7
08X561,BRONX COMPASS HIGH SCHOOL,HS Core,ICT,Social Studies,HS Global History,104,4,26
08X561,BRONX COMPASS HIGH SCHOOL,HS Core,ICT,Social Studies,HS Government,60,3,20
08X561,BRONX COMPASS HIGH SCHOOL,HS Core,ICT,Social Studies,HS Social Studies Other,28,1,28
08X561,BRONX COMPASS HIGH SCHOOL,HS Core,ICT,Social Studies,HS US History,164,7,23.4
09X227,BRONX COLLEGIATE ACADEMY,HS Core,Gen Ed,English,HS English 09,90,5,18
09X227,BRONX COLLEGIATE ACADEMY,HS Core,Gen Ed,English,HS English 10,56,2,28
09X227,BRONX COLLEGIATE ACADEMY,HS Core,Gen Ed,English,HS English 11,46,2,23
09X227,BRONX COLLEGIATE ACADEMY,HS Core,Gen Ed,English,HS English Other,130,8,16.3
09X227,BRONX COLLEGIATE ACADEMY,HS Core,Gen Ed,Math,HS Algebra I,131,6,21.8
09X227,BRONX COLLEGIATE ACADEMY,HS Core,Gen Ed,Math,HS Algebra II,36,2,18
09X227,BRONX COLLEGIATE ACADEMY,HS Core,Gen Ed,Math,HS Geometry,59,3,19.7
09X227,BRONX COLLEGIATE ACADEMY,HS Core,Gen Ed,Science,HS Chemistry,26,1,26
09X227,BRONX COLLEGIATE ACADEMY,HS Core,Gen Ed,Science,HS Living Environment,174,8,21.8
09X227,BRONX COLLEGIATE ACADEMY,HS Core,Gen Ed,Science,HS Other Life Science,16,1,16
09X227,BRONX COLLEGIATE ACADEMY,HS Core,Gen Ed,Science,HS Other Science,28,1,28
09X227,BRONX COLLEGIATE ACADEMY,HS Core,Gen Ed,Science,HS Physics,18,1,18
09X227,BRONX COLLEGIATE ACADEMY,HS Core,Gen Ed,Social Studies,HS Global History,91,4,22.8
09X227,BRONX COLLEGIATE ACADEMY,HS Core,Gen Ed,Social Studies,HS Government,34,1,34
09X227,BRONX COLLEGIATE ACADEMY,HS Core,Gen Ed,Social Studies,HS Social Studies Other,31,2,15.5
09X227,BRONX COLLEGIATE ACADEMY,HS Core,Gen Ed,Social Studies,HS US History,139,6,23.2
09X227,BRONX COLLEGIATE ACADEMY,HS Core,ICT,English,HS English 09,23,1,23
09X227,BRONX COLLEGIATE ACADEMY,HS Core,ICT,English,HS English 10,28,1,28
09X227,BRONX COLLEGIATE ACADEMY,HS Core,ICT,English,HS English 11,29,1,29
09X227,BRONX COLLEGIATE ACADEMY,HS Core,ICT,English,HS English 12,56,3,18.7
09X227,BRONX COLLEGIATE ACADEMY,HS Core,ICT,English,HS English Other,56,3,18.7
09X227,BRONX COLLEGIATE ACADEMY,HS Core,ICT,Math,HS Algebra I,57,3,19
09X227,BRONX COLLEGIATE ACADEMY,HS Core,ICT,Math,HS Geometry,57,2,28.5
09X227,BRONX COLLEGIATE ACADEMY,HS Core,ICT,Science,HS Living Environment,110,5,22
09X227,BRONX COLLEGIATE ACADEMY,HS Core,ICT,Social Studies,HS Global History,45,3,15
09X227,BRONX COLLEGIATE ACADEMY,HS Core,ICT,Social Studies,HS Government,28,1,28
09X227,BRONX COLLEGIATE ACADEMY,HS Core,ICT,Social Studies,HS Social Studies Other,31,2,15.5
09X227,BRONX COLLEGIATE ACADEMY,HS Core,ICT,Social Studies,HS US History,88,3,29.3
09X227,BRONX COLLEGIATE ACADEMY,HS Core,SC,English,HS English 09,14,1,14
09X227,BRONX COLLEGIATE ACADEMY,HS Core,SC,English,HS English 10,17,1,17
09X227,BRONX COLLEGIATE ACADEMY,HS Core,SC,English,HS English Other,14,1,14
09X227,BRONX COLLEGIATE ACADEMY,HS Core,SC,Math,HS Algebra I,27,2,13.5
09X227,BRONX COLLEGIATE ACADEMY,HS Core,SC,Social Studies,HS US History,12,1,12
09X231,EAGLE ACADEMY FOR YOUNG MEN,HS Core,Gen Ed,English,HS English 09,38,2,19
09X231,EAGLE ACADEMY FOR YOUNG MEN,HS Core,Gen Ed,English,HS English 10,58,2,29
09X231,EAGLE ACADEMY FOR YOUNG MEN,HS Core,Gen Ed,English,HS English 11,47,2,23.5
09X231,EAGLE ACADEMY FOR YOUNG MEN,HS Core,Gen Ed,English,HS English 12,51,2,25.5
09X231,EAGLE ACADEMY FOR YOUNG MEN,HS Core,Gen Ed,English,HS English Other,35,3,11.7
09X231,EAGLE ACADEMY FOR YOUNG MEN,HS Core,Gen Ed,Math,HS Algebra I,33,2,16.5
09X231,EAGLE ACADEMY FOR YOUNG MEN,HS Core,Gen Ed,Math,HS Algebra II,38,2,19
09X231,EAGLE ACADEMY FOR YOUNG MEN,HS Core,Gen Ed,Math,HS Geometry,66,4,16.5
09X231,EAGLE ACADEMY FOR YOUNG MEN,HS Core,Gen Ed,Science,HS Chemistry,49,2,24.5
09X231,EAGLE ACADEMY FOR YOUNG MEN,HS Core,Gen Ed,Science,HS Earth Science,63,2,31.5
09X231,EAGLE ACADEMY FOR YOUNG MEN,HS Core,Gen Ed,Science,HS Living Environment,31,1,31
09X231,EAGLE ACADEMY FOR YOUNG MEN,HS Core,Gen Ed,Science,HS Physics,23,1,23
09X231,EAGLE ACADEMY FOR YOUNG MEN,HS Core,Gen Ed,Social Studies,HS Global History,104,5,20.8
09X231,EAGLE ACADEMY FOR YOUNG MEN,HS Core,Gen Ed,Social Studies,HS Government,17,1,17
09X231,EAGLE ACADEMY FOR YOUNG MEN,HS Core,Gen Ed,Social Studies,HS Social Studies Other,28,2,14
09X231,EAGLE ACADEMY FOR YOUNG MEN,HS Core,Gen Ed,Social Studies,HS US History,55,2,27.5
09X231,EAGLE ACADEMY FOR YOUNG MEN,HS Core,ICT,English,HS English 09,29,1,29
09X231,EAGLE ACADEMY FOR YOUNG MEN,HS Core,ICT,English,HS English 10,28,1,28
09X231,EAGLE ACADEMY FOR YOUNG MEN,HS Core,ICT,English,HS English 11,27,1,27
09X231,EAGLE ACADEMY FOR YOUNG MEN,HS Core,ICT,English,HS English 12,20,1,20
09X231,EAGLE ACADEMY FOR YOUNG MEN,HS Core,ICT,Math,HS Algebra I,90,3,30
09X231,EAGLE ACADEMY FOR YOUNG MEN,HS Core,ICT,Math,HS Geometry,55,2,27.5
09X231,EAGLE ACADEMY FOR YOUNG MEN,HS Core,ICT,Math,HS Math Other,21,1,21
09X231,EAGLE ACADEMY FOR YOUNG MEN,HS Core,ICT,Science,HS Earth Science,28,1,28
09X231,EAGLE ACADEMY FOR YOUNG MEN,HS Core,ICT,Science,HS Living Environment,104,4,26
09X231,EAGLE ACADEMY FOR YOUNG MEN,HS Core,ICT,Social Studies,HS Global History,86,3,28.7
09X231,EAGLE ACADEMY FOR YOUNG MEN,HS Core,ICT,Social Studies,HS Government,56,2,28
09X231,EAGLE ACADEMY FOR YOUNG MEN,HS Core,ICT,Social Studies,HS US History,28,1,28
09X231,EAGLE ACADEMY FOR YOUNG MEN,HS Core,SC,English,HS English 09,7,1,7
09X231,EAGLE ACADEMY FOR YOUNG MEN,HS Core,SC,English,HS English 10,6,1,6
09X231,EAGLE ACADEMY FOR YOUNG MEN,HS Core,SC,English,HS English 11,11,1,11
09X231,EAGLE ACADEMY FOR YOUNG MEN,HS Core,SC,Math,HS Algebra I,16,2,8
09X231,EAGLE ACADEMY FOR YOUNG MEN,HS Core,SC,Social Studies,HS Global History,13,2,6.5
09X231,EAGLE ACADEMY FOR YOUNG MEN,HS Core,SC,Social Studies,HS US History,9,1,9
09X241,"URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE",HS Core,Gen Ed,English,HS English 09,70,3,23.3
09X241,"URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE",HS Core,Gen Ed,English,HS English 10,70,3,23.3
09X241,"URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE",HS Core,Gen Ed,English,HS English 11,70,3,23.3
09X241,"URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE",HS Core,Gen Ed,English,HS English 12,78,4,19.5
09X241,"URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE",HS Core,Gen Ed,English,HS English Other,35,2,17.5
09X241,"URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE",HS Core,Gen Ed,Math,HS Algebra I,90,4,22.5
09X241,"URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE",HS Core,Gen Ed,Math,HS Algebra II,112,5,22.4
09X241,"URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE",HS Core,Gen Ed,Math,HS Geometry,24,1,24
09X241,"URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE",HS Core,Gen Ed,Math,HS Math Other,191,10,19.1
09X241,"URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE",HS Core,Gen Ed,Science,HS Chemistry,44,2,22
09X241,"URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE",HS Core,Gen Ed,Science,HS Earth Science,94,4,23.5
09X241,"URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE",HS Core,Gen Ed,Science,HS Living Environment,61,3,20.3
09X241,"URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE",HS Core,Gen Ed,Science,HS Other Life Science,25,2,12.5
09X241,"URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE",HS Core,Gen Ed,Science,HS Other Science,192,9,21.3
09X241,"URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE",HS Core,Gen Ed,Science,HS Physics,63,3,21
09X241,"URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE",HS Core,Gen Ed,Social Studies,HS Global History,123,5,24.6
09X241,"URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE",HS Core,Gen Ed,Social Studies,HS Social Studies Other,71,3,23.7
09X241,"URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE",HS Core,Gen Ed,Social Studies,HS US History,70,3,23.3
09X241,"URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE",HS Core,ICT,English,HS English 09,25,1,25
09X241,"URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE",HS Core,ICT,English,HS English 10,27,1,27
09X241,"URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE",HS Core,ICT,English,HS English 11,26,1,26
09X241,"URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE",HS Core,ICT,English,HS English Other,24,1,24
09X241,"URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE",HS Core,ICT,Science,HS Living Environment,44,2,22
09X241,"URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE",HS Core,ICT,Science,HS Other Life Science,25,1,25
09X241,"URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE",HS Core,ICT,Science,HS Other Science,20,1,20
09X241,"URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE",HS Core,ICT,Social Studies,HS Global History,75,3,25
09X241,"URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE",HS Core,ICT,Social Studies,HS US History,26,1,26
09X250,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,HS Core,Gen Ed,English,HS English 09,80,3,26.7
09X250,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,HS Core,Gen Ed,English,HS English 10,60,2,30
09X250,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,HS Core,Gen Ed,English,HS English 11,63,3,21
09X250,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,HS Core,Gen Ed,English,HS English 12,62,2,31
09X250,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,HS Core,Gen Ed,English,HS English Other,140,7,20
09X250,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,HS Core,Gen Ed,Math,HS Algebra I,112,6,18.7
09X250,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,HS Core,Gen Ed,Math,HS Algebra II,107,4,26.8
09X250,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,HS Core,Gen Ed,Math,HS Geometry,88,3,29.3
09X250,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,HS Core,Gen Ed,Math,HS Math Other,27,1,27
09X250,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,HS Core,Gen Ed,Science,HS Chemistry,32,1,32
09X250,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,HS Core,Gen Ed,Science,HS Earth Science,58,2,29
09X250,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,HS Core,Gen Ed,Science,HS Living Environment,91,4,22.8
09X250,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,HS Core,Gen Ed,Science,HS Other Science,57,2,28.5
09X250,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,HS Core,Gen Ed,Science,HS Physics,25,1,25
09X250,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,HS Core,Gen Ed,Social Studies,HS Global History,143,6,23.8
09X250,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,HS Core,Gen Ed,Social Studies,HS Social Studies Other,70,3,23.3
09X250,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,HS Core,Gen Ed,Social Studies,HS US History,79,3,26.3
09X250,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,HS Core,ICT,English,HS English 09,67,2,33.5
09X250,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,HS Core,ICT,English,HS English 10,61,2,30.5
09X250,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,HS Core,ICT,English,HS English 11,58,2,29
09X250,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,HS Core,ICT,English,HS English 12,28,1,28
09X250,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,HS Core,ICT,English,HS English Other,57,3,19
09X250,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,HS Core,ICT,Math,HS Algebra I,130,5,26
09X250,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,HS Core,ICT,Math,HS Geometry,60,2,30
09X250,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,HS Core,ICT,Science,HS Earth Science,66,2,33
09X250,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,HS Core,ICT,Science,HS Living Environment,149,6,24.8
09X250,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,HS Core,ICT,Science,HS Other Science,64,2,32
09X250,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,HS Core,ICT,Social Studies,HS Global History,188,7,26.9
09X250,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,HS Core,ICT,Social Studies,HS Social Studies Other,30,1,30
09X250,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,HS Core,ICT,Social Studies,HS US History,34,1,34
09X252,MOTT HALL BRONX HIGH SCHOOL,HS Core,Gen Ed,English,HS English 09,60,2,30
09X252,MOTT HALL BRONX HIGH SCHOOL,HS Core,Gen Ed,English,HS English 10,59,2,29.5
09X252,MOTT HALL BRONX HIGH SCHOOL,HS Core,Gen Ed,English,HS English 11,68,2,34
09X252,MOTT HALL BRONX HIGH SCHOOL,HS Core,Gen Ed,English,HS English 12,65,2,32.5
09X252,MOTT HALL BRONX HIGH SCHOOL,HS Core,Gen Ed,Math,HS Algebra I,56,2,28
09X252,MOTT HALL BRONX HIGH SCHOOL,HS Core,Gen Ed,Math,HS Algebra II,33,1,33
09X252,MOTT HALL BRONX HIGH SCHOOL,HS Core,Gen Ed,Math,HS Geometry,121,4,30.3
09X252,MOTT HALL BRONX HIGH SCHOOL,HS Core,Gen Ed,Math,HS Math Other,34,1,34
09X252,MOTT HALL BRONX HIGH SCHOOL,HS Core,Gen Ed,Science,HS Chemistry,67,2,33.5
09X252,MOTT HALL BRONX HIGH SCHOOL,HS Core,Gen Ed,Science,HS Earth Science,62,2,31
09X252,MOTT HALL BRONX HIGH SCHOOL,HS Core,Gen Ed,Science,HS Living Environment,34,1,34
09X252,MOTT HALL BRONX HIGH SCHOOL,HS Core,Gen Ed,Science,HS Other Life Science,55,2,27.5
09X252,MOTT HALL BRONX HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Global History,142,5,28.4
09X252,MOTT HALL BRONX HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS Social Studies Other,33,1,33
09X252,MOTT HALL BRONX HIGH SCHOOL,HS Core,Gen Ed,Social Studies,HS US History,72,2,36
09X252,MOTT HALL BRONX HIGH SCHOOL,HS Core,ICT,English,HS English 09,27,1,27
09X252,MOTT HALL BRONX HIGH SCHOOL,HS Core,ICT,English,HS English 10,30,1,30
09X252,MOTT HALL BRONX HIGH SCHOOL,HS Core,ICT,English,HS English 11,31,1,31
09X252,MOTT HALL BRONX HIGH SCHOOL,HS Core,ICT,English,HS English 12,23,1,23
09X252,MOTT HALL BRONX HIGH SCHOOL,HS Core,ICT,Math,HS Algebra I,96,3,32
09X252,MOTT HALL BRONX HIGH SCHOOL,HS Core,ICT,Science,HS Chemistry,24,1,24
09X252,MOTT HALL BRONX HIGH SCHOOL,HS Core,ICT,Science,HS Earth Science,31,1,31
09X252,MOTT HALL BRONX HIGH SCHOOL,HS Core,ICT,Science,HS Living Environment,32,1,32
09X252,MOTT HALL BRONX HIGH SCHOOL,HS Core,ICT,Science,HS Other Science,24,1,24
09X252,MOTT HALL BRONX HIGH SCHOOL,HS Core,ICT,Social Studies,HS Global History,83,3,27.7
09X252,MOTT HALL BRONX HIGH SCHOOL,HS Core,ICT,Social Studies,HS Social Studies Other,68,2,34
09X252,MOTT HALL BRONX HIGH SCHOOL,HS Core,ICT,Social Studies,HS US History,44,2,22
09X252,MOTT HALL BRONX HIGH SCHOOL,HS Core,SC,English,HS English 09,12,1,12
09X252,MOTT HALL BRONX HIGH SCHOOL,HS Core,SC,English,HS English 10,12,1,12
09X252,MOTT HALL BRONX HIGH SCHOOL,HS Core,SC,English,HS English 11,11,1,11
09X252,MOTT HALL BRONX HIGH SCHOOL,HS Core,SC,English,HS English 12,8,1,8
09X252,MOTT HALL BRONX HIGH SCHOOL,HS Core,SC,Math,HS Algebra I,25,2,12.5
09X252,MOTT HALL BRONX HIGH SCHOOL,HS Core,SC,Math,HS Math Other,11,1,11
09X252,MOTT HALL BRONX HIGH SCHOOL,HS Core,SC,Science,HS Earth Science,26,2,13
09X252,MOTT HALL BRONX HIGH SCHOOL,HS Core,SC,Science,HS Living Environment,9,1,9
09X252,MOTT HALL BRONX HIGH SCHOOL,HS Core,SC,Social Studies,HS Global History,36,3,12
09X252,MOTT HALL BRONX HIGH SCHOOL,HS Core,SC,Social Studies,HS US History,9,1,9
09X260,BRONX CENTER FOR SCIENCE AND MATHEMATICS,HS Core,Gen Ed,English,HS English 09,59,2,29.5
09X260,BRONX CENTER FOR SCIENCE AND MATHEMATICS,HS Core,Gen Ed,English,HS English 10,64,2,32
09X260,BRONX CENTER FOR SCIENCE AND MATHEMATICS,HS Core,Gen Ed,English,HS English 11,55,3,18.3
09X260,BRONX CENTER FOR SCIENCE AND MATHEMATICS,HS Core,Gen Ed,English,HS English 12,90,4,22.5
09X260,BRONX CENTER FOR SCIENCE AND MATHEMATICS,HS Core,Gen Ed,English,HS English Other,40,2,20
09X260,BRONX CENTER FOR SCIENCE AND MATHEMATICS,HS Core,Gen Ed,Math,HS Algebra I,29,1,29
09X260,BRONX CENTER FOR SCIENCE AND MATHEMATICS,HS Core,Gen Ed,Math,HS Algebra II,120,4,30
09X260,BRONX CENTER FOR SCIENCE AND MATHEMATICS,HS Core,Gen Ed,Math,HS Geometry,54,2,27
09X260,BRONX CENTER FOR SCIENCE AND MATHEMATICS,HS Core,Gen Ed,Math,HS Math Other,106,5,21.2
09X260,BRONX CENTER FOR SCIENCE AND MATHEMATICS,HS Core,Gen Ed,Science,HS Chemistry,90,3,30
09X260,BRONX CENTER FOR SCIENCE AND MATHEMATICS,HS Core,Gen Ed,Science,HS Earth Science,57,2,28.5
09X260,BRONX CENTER FOR SCIENCE AND MATHEMATICS,HS Core,Gen Ed,Science,HS Living Environment,24,1,24
09X260,BRONX CENTER FOR SCIENCE AND MATHEMATICS,HS Core,Gen Ed,Science,HS Other Life Science,42,2,21
09X260,BRONX CENTER FOR SCIENCE AND MATHEMATICS,HS Core,Gen Ed,Science,HS Physics,42,2,21
09X260,BRONX CENTER FOR SCIENCE AND MATHEMATICS,HS Core,Gen Ed,Social Studies,HS Economics,81,3,27
09X260,BRONX CENTER FOR SCIENCE AND MATHEMATICS,HS Core,Gen Ed,Social Studies,HS Global History,165,7,23.6
09X260,BRONX CENTER FOR SCIENCE AND MATHEMATICS,HS Core,Gen Ed,Social Studies,HS Social Studies Other,57,2,28.5
09X260,BRONX CENTER FOR SCIENCE AND MATHEMATICS,HS Core,Gen Ed,Social Studies,HS US History,54,2,27
09X260,BRONX CENTER FOR SCIENCE AND MATHEMATICS,HS Core,ICT,Math,HS Algebra I,108,4,27
09X260,BRONX CENTER FOR SCIENCE AND MATHEMATICS,HS Core,ICT,Math,HS Geometry,33,1,33
09X260,BRONX CENTER FOR SCIENCE AND MATHEMATICS,HS Core,ICT,Math,HS Math Other,29,1,29
09X260,BRONX CENTER FOR SCIENCE AND MATHEMATICS,HS Core,ICT,Science,HS Earth Science,65,2,32.5
09X260,BRONX CENTER FOR SCIENCE AND MATHEMATICS,HS Core,ICT,Science,HS Living Environment,63,2,31.5
09X276,LEADERSHIP INSTITUTE,HS Core,Gen Ed,English,HS English 09,28,1,28
09X260,BRONX CENTER FOR SCIENCE AND MATHEMATICS,HS Core,ICT,Social Studies,HS Social Studies Other,100,3,33.3
09X263,VALIDUS PREPARATORY ACADEMY: AN EXPEDITIONARY LEARNING SCHOOL,HS Core,Gen Ed,English,HS English 09,61,2,30.5
09X263,VALIDUS PREPARATORY ACADEMY: AN EXPEDITIONARY LEARNING SCHOOL,HS Core,Gen Ed,English,HS English 10,59,2,29.5
09X263,VALIDUS PREPARATORY ACADEMY: AN EXPEDITIONARY LEARNING SCHOOL,HS Core,Gen Ed,English,HS English 11,56,2,28
09X263,VALIDUS PREPARATORY ACADEMY: AN EXPEDITIONARY LEARNING SCHOOL,HS Core,Gen Ed,English,HS English 12,75,3,25
09X263,VALIDUS PREPARATORY ACADEMY: AN EXPEDITIONARY LEARNING SCHOOL,HS Core,Gen Ed,Math,HS Algebra I,125,4,31.3
09X263,VALIDUS PREPARATORY ACADEMY: AN EXPEDITIONARY LEARNING SCHOOL,HS Core,Gen Ed,Math,HS Algebra II,63,2,31.5
09X263,VALIDUS PREPARATORY ACADEMY: AN EXPEDITIONARY LEARNING SCHOOL,HS Core,Gen Ed,Math,HS Geometry,34,1,34
09X263,VALIDUS PREPARATORY ACADEMY: AN EXPEDITIONARY LEARNING SCHOOL,HS Core,Gen Ed,Math,HS Math Other,34,1,34
09X263,VALIDUS PREPARATORY ACADEMY: AN EXPEDITIONARY LEARNING SCHOOL,HS Core,Gen Ed,Science,HS Chemistry,101,3,33.7
09X263,VALIDUS PREPARATORY ACADEMY: AN EXPEDITIONARY LEARNING SCHOOL,HS Core,Gen Ed,Science,HS Earth Science,66,2,33
09X263,VALIDUS PREPARATORY ACADEMY: AN EXPEDITIONARY LEARNING SCHOOL,HS Core,Gen Ed,Science,HS Living Environment,64,2,32
09X263,VALIDUS PREPARATORY ACADEMY: AN EXPEDITIONARY LEARNING SCHOOL,HS Core,Gen Ed,Social Studies,HS Global History,93,4,23.3
09X263,VALIDUS PREPARATORY ACADEMY: AN EXPEDITIONARY LEARNING SCHOOL,HS Core,Gen Ed,Social Studies,HS US History,125,4,31.3
09X263,VALIDUS PREPARATORY ACADEMY: AN EXPEDITIONARY LEARNING SCHOOL,HS Core,ICT,English,HS English 09,28,1,28
09X263,VALIDUS PREPARATORY ACADEMY: AN EXPEDITIONARY LEARNING SCHOOL,HS Core,ICT,English,HS English 10,32,1,32
09X263,VALIDUS PREPARATORY ACADEMY: AN EXPEDITIONARY LEARNING SCHOOL,HS Core,ICT,English,HS English 11,30,1,30
09X263,VALIDUS PREPARATORY ACADEMY: AN EXPEDITIONARY LEARNING SCHOOL,HS Core,ICT,English,HS English 12,22,1,22
09X263,VALIDUS PREPARATORY ACADEMY: AN EXPEDITIONARY LEARNING SCHOOL,HS Core,ICT,English,HS English Other,20,1,20
09X263,VALIDUS PREPARATORY ACADEMY: AN EXPEDITIONARY LEARNING SCHOOL,HS Core,ICT,Math,HS Algebra I,67,2,33.5
09X263,VALIDUS PREPARATORY ACADEMY: AN EXPEDITIONARY LEARNING SCHOOL,HS Core,ICT,Math,HS Algebra II,33,1,33
09X263,VALIDUS PREPARATORY ACADEMY: AN EXPEDITIONARY LEARNING SCHOOL,HS Core,ICT,Math,HS Geometry,32,1,32
09X263,VALIDUS PREPARATORY ACADEMY: AN EXPEDITIONARY LEARNING SCHOOL,HS Core,ICT,Science,HS Earth Science,33,1,33
